id,name,description,waifu,link
"10422c16-d21c-444f-9897-11e2f2546357",ImasCordHub,"あのDiscordサーバも、そのファンサイトも、これひとつ。アイマス関連のDiscordサーバとファンサイトをまとめたサイトです。","","https://imas-cord-hub.vercel.app/"
